"Label","Phase","Process","Instances","WallSec","DeltaCpuSec","PctOneCore","Machine","WhenUtc"
"after","idle","guardian-service","1","60.08","1.25","2.081","XTZJ-20221014TG","2026-07-18T10:27:31.4818994Z"
