"Label","Phase","Process","Instances","WallSec","DeltaCpuSec","PctOneCore","Machine","WhenUtc"
"v0.3.0","idle","guardian-service","1","45.05","0.5312","1.179","XTZJ-20221014TG","2026-07-18T12:11:31.7901492Z"
