"Label","Phase","Process","Instances","WallSec","DeltaCpuSec","PctOneCore","Machine","WhenUtc"
"before","idle","guardian-service","1","60.06","2.5938","4.319","XTZJ-20221014TG","2026-07-18T10:24:31.7413158Z"
