"Label","Phase","Process","Instances","WallSec","DeltaCpuSec","PctOneCore","Machine","WhenUtc"
"v0.5.0-baseline","idle","guardian-service","1","45.08","0.6562","1.456","XTZJ-20221014TG","2026-07-19T08:54:06.5187169Z"
