"Label","Phase","Process","Instances","WallSec","DeltaCpuSec","PctOneCore","Machine","WhenUtc"
"after2","idle","guardian-service","1","60.04","2.1406","3.565","XTZJ-20221014TG","2026-07-18T10:29:17.6649217Z"
